Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,1973,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,945,000,000",
SURVEY,1973,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,184,000,000",
SURVEY,1973,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,303,000,000",
SURVEY,1973,APR THRU JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"31,805,000,000",
SURVEY,1973,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,960,000,000",
SURVEY,1973,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,542,000,000",
SURVEY,1973,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,021,000,000",
SURVEY,1973,JUL THRU SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"28,402,000,000",
SURVEY,1973,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,496,000,000",
SURVEY,1973,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,885,000,000",
SURVEY,1973,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,957,000,000",
SURVEY,1973,OCT THRU DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"26,623,000,000",
SURVEY,1973,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,603,000,000",
SURVEY,1973,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,063,000,000",
SURVEY,1972,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"120,025,000,000",
SURVEY,1972,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,728,000,000",
SURVEY,1972,JAN THRU MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"29,582,000,000",
SURVEY,1972,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,399,000,000",
SURVEY,1972,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,455,000,000",
SURVEY,1972,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,572,000,000",
SURVEY,1972,APR THRU JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"32,814,000,000",
SURVEY,1972,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,280,000,000",
SURVEY,1972,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,962,000,000",
SURVEY,1972,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,455,000,000",
SURVEY,1972,JUL THRU SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"29,886,000,000",
SURVEY,1972,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,989,000,000",
SURVEY,1972,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,442,000,000",
SURVEY,1972,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,438,000,000",
SURVEY,1972,OCT THRU DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"27,743,000,000",
SURVEY,1972,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,925,000,000",
SURVEY,1972,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,380,000,000",
SURVEY,1971,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"118,566,000,000",
SURVEY,1971,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,576,080,000",
SURVEY,1971,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,996,140,000",
SURVEY,1971,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,223,140,000",
SURVEY,1971,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,425,140,000",
SURVEY,1971,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,160,990,000",
SURVEY,1971,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,819,850,000",
SURVEY,1971,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,288,090,000",
SURVEY,1971,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,863,050,000",
SURVEY,1971,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,331,770,000",
SURVEY,1971,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,446,260,000",
SURVEY,1971,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,006,110,000",
SURVEY,1971,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,429,480,000",
SURVEY,1970,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"117,007,000,000",
SURVEY,1970,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,405,470,000",
SURVEY,1970,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,856,750,000",
SURVEY,1970,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,103,350,000",
SURVEY,1970,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,295,450,000",
SURVEY,1970,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,052,600,000",
SURVEY,1970,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,707,890,000",
SURVEY,1970,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,212,050,000",
SURVEY,1970,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,734,250,000",
SURVEY,1970,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,202,850,000",
SURVEY,1970,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,277,550,000",
SURVEY,1970,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,837,400,000",
SURVEY,1970,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,320,990,000",
SURVEY,1969,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"116,108,000,000",
SURVEY,1969,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,408,000,000",
SURVEY,1969,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,834,000,000",
SURVEY,1969,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,015,000,000",
SURVEY,1969,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,237,000,000",
SURVEY,1969,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,038,000,000",
SURVEY,1969,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,710,000,000",
SURVEY,1969,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,121,000,000",
SURVEY,1969,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,643,000,000",
SURVEY,1969,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,143,000,000",
SURVEY,1969,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,091,000,000",
SURVEY,1969,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,669,000,000",
SURVEY,1969,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,199,000,000",
SURVEY,1968,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"117,225,000,000",
SURVEY,1968,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,497,000,000",
SURVEY,1968,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,194,000,000",
SURVEY,1968,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,191,000,000",
SURVEY,1968,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,445,000,000",
SURVEY,1968,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,217,000,000",
SURVEY,1968,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,777,000,000",
SURVEY,1968,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,190,000,000",
SURVEY,1968,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,612,000,000",
SURVEY,1968,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,088,000,000",
SURVEY,1968,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,123,000,000",
SURVEY,1968,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,742,000,000",
SURVEY,1968,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,149,000,000",
SURVEY,1967,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"118,732,000,000",
SURVEY,1967,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,804,000,000",
SURVEY,1967,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,158,000,000",
SURVEY,1967,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,406,000,000",
SURVEY,1967,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,668,000,000",
SURVEY,1967,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,353,000,000",
SURVEY,1967,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,033,000,000",
SURVEY,1967,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,326,000,000",
SURVEY,1967,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,688,000,000",
SURVEY,1967,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,115,000,000",
SURVEY,1967,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,166,000,000",
SURVEY,1967,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,777,000,000",
SURVEY,1967,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,238,000,000",
SURVEY,1966,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"119,912,000,000",
SURVEY,1966,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,792,000,000",
SURVEY,1966,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,142,000,000",
SURVEY,1966,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,524,000,000",
SURVEY,1966,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,750,000,000",
SURVEY,1966,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,482,000,000",
SURVEY,1966,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,247,000,000",
SURVEY,1966,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,327,000,000",
SURVEY,1966,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,755,000,000",
SURVEY,1966,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,212,000,000",
SURVEY,1966,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,258,000,000",
SURVEY,1966,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"8,928,000,000",
SURVEY,1966,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,495,000,000",
SURVEY,1965,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"124,180,000,000",
SURVEY,1965,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,494,000,000",
SURVEY,1965,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,795,000,000",
SURVEY,1965,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,177,000,000",
SURVEY,1965,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,264,000,000",
SURVEY,1965,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,100,000,000",
SURVEY,1965,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,567,000,000",
SURVEY,1965,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,704,000,000",
SURVEY,1965,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,929,000,000",
SURVEY,1965,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,270,000,000",
SURVEY,1965,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,346,000,000",
SURVEY,1965,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,032,000,000",
SURVEY,1965,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,502,000,000",
SURVEY,1964,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"126,967,000,000",
SURVEY,1964,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,287,000,000",
SURVEY,1964,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,070,000,000",
SURVEY,1964,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,186,000,000",
SURVEY,1964,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,363,000,000",
SURVEY,1964,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,380,000,000",
SURVEY,1964,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,782,000,000",
SURVEY,1964,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,810,000,000",
SURVEY,1964,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,207,000,000",
SURVEY,1964,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,623,000,000",
SURVEY,1964,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,698,000,000",
SURVEY,1964,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,430,000,000",
SURVEY,1964,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,131,000,000",
SURVEY,1963,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"125,202,000,000",
SURVEY,1963,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,153,000,000",
SURVEY,1963,FEB,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,498,000,000",
SURVEY,1963,MAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,906,000,000",
SURVEY,1963,APR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,220,000,000",
SURVEY,1963,MAY,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"12,297,000,000",
SURVEY,1963,JUN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"11,809,000,000",
SURVEY,1963,JUL,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,848,000,000",
SURVEY,1963,AUG,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,172,000,000",
SURVEY,1963,SEP,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,548,000,000",
SURVEY,1963,OCT,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,648,000,000",
SURVEY,1963,NOV,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,279,000,000",
SURVEY,1963,DEC,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"9,824,000,000",
SURVEY,1962,YEAR,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"126,251,000,000",
SURVEY,1962,JAN,,NATIONAL,US TOTAL,,,,,,,,0,,MILK,"MILK - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,"10,258,000,000",
